Geo Dist,Bldg ID,Bldg Name,Bldg Enroll,Target Bldg Cap,Target Bldg Util,Org ID,Incl. Class,Organization Name,Org Enroll,Org Target Cap,Org Target Util,PreK Cap +,No. of Cluster / Spec Rms Reported +,No. of Cluster Rms Needed +,Data As Of
15,K881,P.S. 1 MINISCHOOL - K,160,144,111,K001,,P.S. 1 - K,160,144,111,,,,12/18/2019
15,K896,P.S. 321 MINISCHOOL - K,200,264,76,K321,,P.S. 321 - K,200,264,76,,,,12/18/2019
15,K908,P.S. 230 ANNEX - K,500,465,108,K230,,P.S. 230 - K,500,465,108,,,,12/18/2019
15,K917,BKLYN COLL ACAD (BRIDGES TO K)-K,319,492,65,K077,#,K077 SPED - K,14,,0,,,,12/18/2019
15,K917,BKLYN COLL ACAD (BRIDGES TO K)-K,319,492,65,K555,,BROOKLYN COLLEGE ACADEMY - K,305,492,62,,,,12/18/2019
15,K939,I.S. 136 TEMP. C.R. BLDG - K,0,73,0,K136,,I.S. 136 - K,0,24,0,,,,12/18/2019
15,K939,I.S. 136 TEMP. C.R. BLDG - K,0,73,0,K821,,I.S. 821 - K,0,49,0,,,,12/18/2019
15,K939,I.S. 136 TEMP. C.R. BLDG - K,0,73,0,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
15,K982,P.S. 261 TRANSPORTABLE - K ##,,,,K261,,P.S. 261 - K,,,,,,,12/18/2019
16,K005,P.S. 5 - K,300,580,52,K005,,P.S. 5 - K,216,442,49,86,2,2,12/18/2019
16,K005,P.S. 5 - K,300,580,52,K140,,K140 SPED - K,84,138,61,,,,12/18/2019
16,K005,P.S. 5 - K,300,580,52,K369,,COY L. COX SCHOOL,,,,,,,12/18/2019
16,K005,P.S. 5 - K,300,580,52,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K021,P.S. 21 - K,580,816,71,K021,,P.S. 21 - K,574,816,70,89,3,3,12/18/2019
16,K021,P.S. 21 - K,580,816,71,K140,#,K140 SPED - K,6,,0,,,,12/18/2019
16,K021,P.S. 21 - K,580,816,71,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K025,P.S. 25 - K,82,1094,7,K025,,P.S. 25 - K,82,1094,7,18,14,2,12/18/2019
16,K026,P.S. 26 - K,499,830,60,K026,,P.S. 26 - K,259,407,64,18,2,3,12/18/2019
16,K026,P.S. 26 - K,499,830,60,K140,*,K140 SPED - K,61,64,95,,,,12/18/2019
16,K026,P.S. 26 - K,499,830,60,K681,,I.S. 681 - K,179,359,50,0,3,0,12/18/2019
16,K026,P.S. 26 - K,499,830,60,KADM,,DISTRICT 16 - K,,,,,,,12/18/2019
16,K026,P.S. 26 - K,499,830,60,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K028,P.S. 28 - K,116,303,38,K028,,P.S. 28 - K,116,303,38,17,3,2,12/18/2019
16,K035,I.S. 35 - K,618,920,67,K035,,I.S. 35 - K,225,487,46,0,5,0,12/18/2019
16,K035,I.S. 35 - K,618,920,67,K141,,K141 SPED - K,107,155,69,,,,12/18/2019
16,K035,I.S. 35 - K,618,920,67,K628,,BKLYN BROWNSTONE SCL - K,286,278,103,18,2,3,12/18/2019
16,K035,I.S. 35 - K,618,920,67,KCBO,,ST. CHRISTOPHER BEACON - K,,,,,,,12/18/2019
16,K040,P.S. 40 - K,348,869,40,K040,,P.S. 40 - K,348,869,40,36,6,3,12/18/2019
16,K040,P.S. 40 - K,348,869,40,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K057,J.H.S. 57 - K,380,1069,36,K057,,J.H.S. 57 - K,160,443,36,0,6,0,12/18/2019
16,K057,J.H.S. 57 - K,380,1069,36,K688,,BROOKLYN ACADEMY OF GLOBAL FINANCE - K,105,270,39,0,3,0,12/18/2019
16,K057,J.H.S. 57 - K,380,1069,36,K892,,BROOKLYN EMERGING LEADERS ACADEMY,115,356,32,0,2,0,12/18/2019
16,K057,J.H.S. 57 - K,380,1069,36,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K081,P.S. 81 - K,406,869,47,K004,*,K004 SPED - K,120,219,55,0,,0,12/18/2019
16,K081,P.S. 81 - K,406,869,47,K081,,P.S. 81 - K,286,650,44,36,3,3,12/18/2019
16,K081,P.S. 81 - K,406,869,47,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K243,P.S. 243 - K,550,865,64,K243,,P.S. 243 - K,243,493,49,35,4,2,12/18/2019
16,K243,P.S. 243 - K,550,865,64,K360,,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,307,372,83,0,0,0,12/18/2019
16,K262,P.S. 262 - K,322,685,47,K262,,P.S. 262 - K,176,353,50,72,2,2,12/18/2019
16,K262,P.S. 262 - K,322,685,47,K406,,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",146,332,44,,,,12/18/2019
16,K304,P.S. 304 - K,364,616,59,K140,,K140 SPED - K,45,85,53,,,,12/18/2019
16,K304,P.S. 304 - K,364,616,59,K627,,BRIGHTER CHOICE COMMUN SCHL - K,319,531,60,36,5,3,12/18/2019
16,K304,P.S. 304 - K,364,616,59,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K308,P.S. 308 - K,632,1129,56,K308,,P.S. 308 - K,249,754,33,36,5,2,12/18/2019
16,K308,P.S. 308 - K,632,1129,56,K406,,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",383,375,102,0,1,3,12/18/2019
16,K308,P.S. 308 - K,632,1129,56,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K309,P.S. 309 - K,650,759,86,K309,,P.S. 309 - K,216,470,46,36,5,2,12/18/2019
16,K309,P.S. 309 - K,650,759,86,K712,,EXCELLENCE CHARTER SCHOOL FOR GIRLS,434,289,150,0,1,4,12/18/2019
16,K309,P.S. 309 - K,650,759,86,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
16,K309,P.S. 309 - K,650,759,86,KSBH,,BEDFORD-STUYVESANT FAMILY HEALTH CENTER,,,,,,,12/18/2019
16,K324,I.S. 324 - K,968,1437,67,K267,,I.S. 267 - K,236,640,37,0,4,0,12/18/2019
16,K324,I.S. 324 - K,968,1437,67,K648,,BEDFORD STUYVESANT COLLEGIATE UNCOMMON COLLEGIATE - K,354,420,84,0,0,3,12/18/2019
16,K324,I.S. 324 - K,968,1437,67,K649,,LA CIMA CHARTER SCL - K,378,377,100,0,3,3,12/18/2019
16,K335,P.S. 335 - K,255,873,29,K335,,P.S. 335 - K,214,516,41,36,4,2,12/18/2019
16,K335,P.S. 335 - K,255,873,29,K898,,M.S. 898 - K,41,357,11,0,2,0,12/18/2019
16,K335,P.S. 335 - K,255,873,29,KSFS,,FOOD SERVICES - K,,,,,,,12/18/2019
16,K335,P.S. 335 - K,255,873,29,KUFT,,UFT USE - K,,,,,,,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,K455,,BOYS & GIRLS HS - K,439,2501,18,0,32,0,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,K669,,RESEARCH AND SERVICE HS,292,287,102,0,12,0,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,K765,,NELSON MANDELA SCHOOL FOR SOCIAL JUSTICE,252,433,58,0,0,0,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,K959,,BOYS AND GIRLS YABC,,,,,,,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,KSBH,,NYU LANGONE,,,,,,,12/18/2019
16,K455,BOYS & GIRLS HS - K,1030,3262,32,Q950,,PATHWAYS TO GRADUATION - CITYWIDE,47,41,115,,,,12/18/2019
16,K987,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,589,607,97,K498,,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,589,607,97,0,7,0,12/18/2019
17,K002,I.S. 2 - K,1064,1139,93,K002,,I.S. 2 - K,476,653,73,0,5,0,12/18/2019
17,K002,I.S. 2 - K,1064,1139,93,K141,,K141 SPED - K,68,88,77,,,,12/18/2019
17,K002,I.S. 2 - K,1064,1139,93,K704,,EXPLORE CHARTER SCHOOL - K,520,398,131,0,0,3,12/18/2019
17,K002,I.S. 2 - K,1064,1139,93,KCBO,,BEACON PROGRAM - K,,,,,,,12/18/2019
17,K006,P.S. 6 - K,649,611,106,K006,,P.S. 6 - K,649,611,106,0,3,3,12/18/2019
17,K022,P.S. 22 - K,694,506,137,K333,,EXPLORE EXCEED CHARTER SCHOOL,324,199,163,0,4,3,12/18/2019
17,K022,P.S. 22 - K,694,506,137,K705,,P.S. 705 - K,370,307,121,34,4,3,12/18/2019
17,K061,I.S. 61 - K,669,1295,52,K061,,I.S. 61 - K,669,1295,52,0,8,0,12/18/2019
17,K091,P.S. 91 - K,303,679,45,K091,,P.S. 91 - K,254,679,37,32,4,3,12/18/2019
17,K091,P.S. 91 - K,303,679,45,K876,,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,49,,,,,,12/18/2019
17,K092,P.S. 92 - K,607,963,63,K092,,P.S. 92 - K,415,724,57,54,2,3,12/18/2019
17,K092,P.S. 92 - K,607,963,63,K876,,ACHIEVEMENT FIRST VOYAGER CHARTER SCHOOL,192,239,80,0,1,2,12/18/2019
17,K092,P.S. 92 - K,607,963,63,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K138,P.S. 138 - K,891,1307,68,K138,,P.S. 138 - K,539,969,56,70,5,3,12/18/2019
17,K138,P.S. 138 - K,891,1307,68,K756,,SUCCESS ACADEMY CHARTER SCHOOL - K 6,352,338,104,0,6,3,12/18/2019
17,K138,P.S. 138 - K,891,1307,68,KCBO,,BEACON PROGRAM - K,,,,,,,12/18/2019
17,K161,P.S. 161 - K,797,663,120,K161,,P.S. 161 - K,370,395,94,31,2,3,12/18/2019
17,K161,P.S. 161 - K,797,663,120,K741,,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),427,268,159,0,8,3,12/18/2019
17,K167,P.S. 167 - K,485,657,74,K396,,K396 SPED - K,36,46,78,,,,12/18/2019
17,K167,P.S. 167 - K,485,657,74,K532,,NEW BRIDGES,449,611,73,79,5,3,12/18/2019
17,K181,P.S. 181 - K,698,1156,60,K181,,P.S. 181 - K,644,1086,59,36,5,3,12/18/2019
17,K181,P.S. 181 - K,698,1156,60,K396,,K396 SPED - K,54,70,77,,,,12/18/2019
17,K181,P.S. 181 - K,698,1156,60,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K189,P.S. 189 - K,911,942,97,K189,,P.S. 189 - K,911,942,97,0,7,4,12/18/2019
17,K191,P.S. 191 - K,514,743,69,K191,,P.S. 191 - K,164,323,51,18,3,2,12/18/2019
17,K191,P.S. 191 - K,514,743,69,K712,,EXCELLENCE CHARTER SCHOOL FOR GIRLS,350,420,83,,,,12/18/2019
17,K191,P.S. 191 - K,514,743,69,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K210,I.S. 394 - K,895,1047,85,K394,,I.S. 394 - K,392,677,58,87,7,3,12/18/2019
17,K210,I.S. 394 - K,895,1047,85,K742,,EXPLORE EMPOWER CHARTER SCHL - K,503,370,136,0,1,3,12/18/2019
17,K210,I.S. 394 - K,895,1047,85,KSFS,,FOOD SERVICES - K,,,,,,,12/18/2019
17,K221,P.S. 221 - K,324,718,45,K221,,P.S. 221 - K,263,387,68,36,1,3,12/18/2019
17,K221,P.S. 221 - K,324,718,45,K777,,OCEANHILL COLLEGIATE CHARTER SCHL - K,61,331,18,,,,12/18/2019
17,K241,P.S. 241 - K,398,631,63,K241,,P.S. 241 - K,398,631,63,68,5,3,12/18/2019
17,K241,P.S. 241 - K,398,631,63,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K246,I.S. 246 - K,609,1585,38,K246,,I.S. 246 - K,409,789,52,0,4,0,12/18/2019
17,K246,I.S. 246 - K,609,1585,38,K741,,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),200,796,25,,,,12/18/2019
17,K249,P.S. 249 - K,878,707,124,K249,,P.S. 249 - K,878,707,124,36,1,4,12/18/2019
17,K289,P.S. 289 - K,433,721,60,K289,,P.S. 289 - K,362,567,64,54,4,3,12/18/2019
17,K289,P.S. 289 - K,433,721,60,K396,,K396 SPED - K,71,154,46,,,,12/18/2019
17,K289,P.S. 289 - K,433,721,60,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K316,P.S. 316 - K,747,704,106,K316,,P.S. 316 - K,574,466,123,54,3,3,12/18/2019
17,K316,P.S. 316 - K,747,704,106,K353,,M.S. 353 - K,173,238,73,0,2,0,12/18/2019
17,K320,P.S. 375 - K,642,1298,49,K333,,EXPLORE EXCEED CHARTER SCHOOL,170,157,108,,,,12/18/2019
17,K320,P.S. 375 - K,642,1298,49,K352,,M.S. 352 - K,133,241,55,0,3,0,12/18/2019
17,K320,P.S. 375 - K,642,1298,49,K375,,P.S. 375 - K,339,900,38,36,4,3,12/18/2019
17,K320,P.S. 375 - K,642,1298,49,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K390,I.S. 390 - K,1167,1364,86,K354,,M.S. 354 - K,297,538,55,0,7,0,12/18/2019
17,K390,I.S. 390 - K,1167,1364,86,K357,,KIPP AMP CHARTER SCHOOL - K,870,826,105,0,2,4,12/18/2019
17,K390,I.S. 390 - K,1167,1364,86,KADM,,DISTRICT OFFICE # 17 - K,,,,,,,12/18/2019
17,K390,I.S. 390 - K,1167,1364,86,KSST,,SCHOOL SAFETY - K,,,,,,,12/18/2019
17,K391,I.S. 391 - K,1119,1568,71,K356,,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL - K,861,845,102,0,2,5,12/18/2019
17,K391,I.S. 391 - K,1119,1568,71,K722,,I.S. 722 - K,258,723,36,0,3,0,12/18/2019
17,K397,P.S. 397 - K,187,243,77,K397,,P.S. 397 - K,187,243,77,18,1,2,12/18/2019
17,K398,P.S. 398 (UDC) - K,603,647,93,K398,,P.S. 398 - K,286,413,69,51,3,3,12/18/2019
17,K398,P.S. 398 (UDC) - K,603,647,93,K770,,P.S. 770 - K,317,234,135,54,1,3,12/18/2019
17,K399,P.S. 399 - K,330,190,174,K399,,P.S. 399 - K,330,190,174,0,1,3,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,K524,,THE INTERNATIONAL HS - K,368,520,71,0,4,0,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,K528,,HS FOR GLOBAL CITIZENSHIP - K,213,465,46,0,6,0,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,K547,,BROOKLYN HS FOR SCI & THE ENVI-K,382,456,84,0,5,0,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,K548,,BROOKLYN HS FOR MUSIC &THEATER - K,296,552,54,0,2,0,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,KCBO,,GLOBAL KIDS - K,,,,,,,12/18/2019
17,K440,PROSPECT HEIGHTS HS - K,1259,1993,63,M984,,LYFE PROGRAM,0,,,,,,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,K382,,I.S. 382 - K,360,706,51,0,5,0,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,K408,,ACAD. OF HOSP. & TOURISM - K,196,381,51,0,4,0,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,K537,,HS FOR YOUTH & COMMUNITY DEV. - K,467,501,93,0,2,0,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,K539,,HS FOR SERVICE AND LEARNING - K,297,477,62,0,6,0,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,K543,,SCIENCE TECH & RESEARCH - K,576,702,82,0,12,0,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K465,ERASMUS HALL CAMPUS - K,1896,2767,69,KSBH,,NYU LANGONE,,,,,,,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,K036,*,K036 SPED - K,42,59,71,,,,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,K531,,I.S. 531 - K,352,1014,35,0,6,0,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,K546,,HS FOR PUBLIC SERVICE - K,462,599,77,0,2,0,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,K745,,H.S. 745 - K,415,555,75,0,5,0,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,KSBH,,NYU LANGONE,,,,,,,12/18/2019
17,K470,GEORGE W. WINGATE HS - K,1271,2227,57,KSST,,SCHOOL SAFETY - K,,,,,,,12/18/2019
17,K590,MIDDLE COLLEGE HS - K,1332,814,164,K590,,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,1332,814,164,0,16,0,12/18/2019
17,K600,CLARA BARTON HS - K,1210,1579,77,K600,,CLARA BARTON HS - K,1200,1579,76,0,24,0,12/18/2019
17,K600,CLARA BARTON HS - K,1210,1579,77,K753,#,K753 SPED - K,10,,0,,,,12/18/2019
17,K600,CLARA BARTON HS - K,1210,1579,77,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K600,CLARA BARTON HS - K,1210,1579,77,KUFT,,UFT USE - K,,,,,,,12/18/2019
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,882,1247,71,K122,,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,581,750,77,0,4,0,12/18/2019
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,882,1247,71,K751,,ACADEMY OF HEALTH CAREERS - K,301,497,61,0,6,0,12/18/2019
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,882,1247,71,KCBO,,BROOKLYN COLLEGE TUTORING - K,,,,,,,12/18/2019
17,K625,ROBESON HS COMP&BUS TC (A HML)-K,882,1247,71,M984,,LYFE PROGRAM,0,,,,,,12/18/2019
17,K824,W.E.B. DUBOIS HS - K,266,445,60,K646,,ASPIRATIONS DIPLOMA HS - K,237,297,80,0,2,0,12/18/2019
17,K824,W.E.B. DUBOIS HS - K,266,445,60,K981,,ALC- W.E.B DEBOIS,0,50,0,0,0,0,12/18/2019
17,K824,W.E.B. DUBOIS HS - K,266,445,60,M973,,RESTART - CITYWIDE,29,98,30,0,1,0,12/18/2019
17,K840,P.S. 241 MINISCHOOL - K,72,79,91,K241,,P.S. 241 - K,72,79,91,,,,12/18/2019
17,K867,P.S. 138 AX (PROSPECT PLACE ALC)-K,0,144,0,K991,,ALC- PROSPECT PLACE,0,144,0,0,1,0,12/18/2019
17,K877,P.S. 369 AX-(OL 396X/FLTB TN HL)-K,23,24,96,K036,,K036 SPED - K,23,24,96,,,,12/18/2019
17,K889,P.S. 189 MINISCHOOL - K,149,108,138,K189,,P.S. 189 - K,149,108,138,,,,12/18/2019
17,K892,P.S. 221 MINISCHOOL - K,0,268,0,K221,,P.S. 221 - K,0,268,0,,,,12/18/2019
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K,119,734,16,K568,,BROWNSVILLE ACADEMY HIGH SCHOOL - K,119,734,16,0,6,0,12/18/2019
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K,119,734,16,KADM,,DOE ADMINISTRATIVE OFFICE - K,,,,,,,12/18/2019
17,K907,BROWNSVILLE DIPLOMA PLUS HS - K,119,734,16,KCBO,,LTW - K,,,,,,,12/18/2019
17,K909,ACORN COMMUNITY HS - K,328,658,50,K499,,ACORN COMMUNITY HS - K,150,358,42,0,4,0,12/18/2019
17,K909,ACORN COMMUNITY HS - K,328,658,50,K594,,GOTHAM PROFESSIONAL ARTS ACAD - K,178,300,59,0,3,0,12/18/2019
17,K909,ACORN COMMUNITY HS - K,328,658,50,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
17,K909,ACORN COMMUNITY HS - K,328,658,50,KSFS,,SCHOOL FOOD SERVICE - K,,,,,,,12/18/2019
17,K909,ACORN COMMUNITY HS - K,328,658,50,KSST,,SCHOOL SAFETY - K,,,,,,,12/18/2019
17,K965,MIDDLE COLLEGE HS ANNEX - K,12,0,0,K373,#,K373 SPED - K,12,,0,,,,12/18/2019
18,K066,P.S. 66 - K,843,817,103,K066,,P.S. 66 - K,798,780,102,36,5,4,12/18/2019
18,K066,P.S. 66 - K,843,817,103,K771,*,K771 SPED - K,45,37,122,,,,12/18/2019
18,K068,I.S. 68 - K,528,1484,36,K068,,I.S. 68 - K,289,1064,27,0,5,0,12/18/2019
18,K068,I.S. 68 - K,528,1484,36,K379,,EXPLORE EXCEL CHARTER SCHOOL - K,239,420,57,,,,12/18/2019
18,K114,P.S. 114 - K,811,759,107,K114,,P.S. 114 - K,515,527,98,54,3,3,12/18/2019
18,K114,P.S. 114 - K,811,759,107,K379,,EXPLORE EXCEL CHARTER SCHOOL - K,296,232,128,0,0,3,12/18/2019
18,K114,P.S. 114 - K,811,759,107,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K115,P.S. 115 - K,902,1068,84,K115,,P.S. 115 - K,902,1068,84,104,9,4,12/18/2019
18,K115,P.S. 115 - K,902,1068,84,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K135,P.S. 135 - K,380,593,64,K135,,P.S. 135 - K,380,593,64,31,8,3,12/18/2019
18,K208,P.S. 208 - K,359,593,61,K208,,P.S. 208 - K,359,593,61,36,4,3,12/18/2019
18,K211,I.S. 211 - K,881,1318,67,K211,,I.S. 211 - K,436,926,47,0,1,0,12/18/2019
18,K211,I.S. 211 - K,881,1318,67,K724,,LEADERSHIP PREPARATORY CHARTER SCHOOL 4,445,392,114,0,0,4,12/18/2019
18,K211,I.S. 211 - K,881,1318,67,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K219,P.S. 219 - K,427,743,57,K219,,P.S. 219 - K,427,743,57,68,5,3,12/18/2019
18,K219,P.S. 219 - K,427,743,57,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K232,I.S. 232 - K,563,1248,45,K581,,"MIDDLE SCHL MEDIA, LAW AND FINE ARTS - K",268,587,46,0,5,0,12/18/2019
18,K232,I.S. 232 - K,563,1248,45,K608,,KINGS COLLEGIATE CHARTER SCHOOL - K,261,612,43,,,,12/18/2019
18,K232,I.S. 232 - K,563,1248,45,K753,,K753 SPED - K,34,49,69,,,,12/18/2019
18,K232,I.S. 232 - K,563,1248,45,KCBO,,CANARSIE DEV. BEACON - K,,,,,,,12/18/2019
18,K232,I.S. 232 - K,563,1248,45,KSFS,,FOOD SERVICES - K,,,,,,,12/18/2019
18,K233,P.S. 233 - K,784,896,88,K233,,P.S. 233 - K,416,572,73,53,7,3,12/18/2019
18,K233,P.S. 233 - K,784,896,88,K736,,NEW AMERICAN CHARTER SCHOOL,368,324,114,0,1,3,12/18/2019
18,K235,P.S. 235 - K,530,676,78,K235,,P.S. 235 - K,530,676,78,33,12,4,12/18/2019
18,K242,P.S. 235 ANNEX - K,516,947,54,K235,,P.S. 235 - K,311,654,48,,,,12/18/2019
18,K242,P.S. 235 ANNEX - K,516,947,54,K635,,OLYMPUS ACADEMY - K,205,293,70,0,0,0,12/18/2019
18,K242,P.S. 235 ANNEX - K,516,947,54,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K244,P.S. 244 - K,799,1166,69,K244,,P.S. 244 - K,482,902,53,54,5,3,12/18/2019
18,K244,P.S. 244 - K,799,1166,69,K763,,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,317,264,120,0,0,0,12/18/2019
18,K244,P.S. 244 - K,799,1166,69,KCBO,,BROOKLYN CENTER FOR PSYCHIATRY-K,,,,,,,12/18/2019
18,K252,I.S. 252 - K,524,914,57,K588,,MIDDLE SCHOOL FOR ART & PHILOS - K,172,487,35,0,2,0,12/18/2019
18,K252,I.S. 252 - K,524,914,57,K608,,KINGS COLLEGIATE CHARTER SCHOOL - K,352,427,82,0,1,4,12/18/2019
18,K252,I.S. 252 - K,524,914,57,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K268,P.S. 268 - K,338,671,50,K268,,P.S. 268 - K,338,671,50,36,5,3,12/18/2019
18,K272,P.S. 272 - K,449,766,59,K272,,P.S. 272 - K,449,766,59,71,2,3,12/18/2019
18,K276,P.S. 276 - K,611,714,86,K276,,P.S. 276 - K,611,714,86,89,3,3,12/18/2019
18,K279,P.S. 279 - K,754,1122,67,K279,,P.S. 279 - K,402,763,53,69,5,3,12/18/2019
18,K279,P.S. 279 - K,754,1122,67,K724,,LEADERSHIP PREPARATORY CHARTER SCHOOL 4,352,359,98,,,,12/18/2019
18,K285,I.S. 285 - K,752,965,78,K285,,I.S. 285 - K,752,965,78,0,10,0,12/18/2019
18,K285,I.S. 285 - K,752,965,78,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K366,SHIRLEY CHISHOLM CAMPUS - K,399,556,72,K366,,THE SCIENCE AND MEDICINE MIDDLE SCHOOL - K,399,556,72,0,4,0,12/18/2019
18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS - K,1235,2330,53,K563,,IT TAKES A VILLAGE ACADEMY - K,659,990,67,0,11,0,12/18/2019
18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS - K,1235,2330,53,K569,,KURT HAHN EXPED LEARNING SCH - K,294,703,42,0,7,0,12/18/2019
18,K415,SAMUEL J. TILDEN EDUCATIONAL CAMPUS - K,1235,2330,53,K629,,CULT ACAD ARTS AND SCI - K,282,637,44,0,11,0,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,K617,,HS FOR INNOVATION IN AD - BKLYN,240,565,42,0,6,0,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,K633,,HS FOR MEDICAL PROFESSIONS - K,460,579,79,0,5,0,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,K642,,URBAN ACTION ACADEMY - K,264,539,49,0,3,0,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,K753,*,K753 SPED - K,90,65,138,,,,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,KCBO,,COMMUNITY BASED ORGANIZATION - K,,,,,,,12/18/2019
18,K500,CANARSIE HS - K,1093,1892,58,M645,,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,39,144,27,,,,12/18/2019
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,2206,2979,74,K566,,BROOKLYN GENERATION SCHOOL - K,189,380,50,0,1,0,12/18/2019
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,2206,2979,74,K567,,BROOKLYN THEATRE ARTS H.S. - K,350,560,63,0,3,0,12/18/2019
18,K515,SOUTH SHORE EDUCATIONAL COMPLEX - K,2206,2979,74,K576,,VICTORY COLLEGIATE HS - K,341,656,52,0,6,0,12/18/2019
